TEAM,DATE,MATCHUP,W/L,MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,STL,BLK,TOV,PF,+/-
POR,1/25/14,POR vs. MIN,W,241,115,46,95,48.4,4,16,25,19,24,79.2,13,37,50,26,7,5,12,23,11
NYK,1/24/14,NYK vs. CHA,W,240,125,50,90,55.6,14,27,51.9,11,11,100,12,30,42,23,7,4,4,19,29
DET,1/24/14,DET vs. NOP,L,240,101,37,85,43.5,6,18,33.3,21,28,75,17,27,44,18,11,4,16,21,-2
MEM,1/24/14,MEM @ HOU,W,238,88,36,78,46.2,4,7,57.1,12,16,75,11,31,42,21,5,3,15,16,1
IND,1/24/14,IND @ SAC,W,265,116,41,95,43.2,8,24,33.3,26,33,78.8,14,35,49,25,10,9,12,24,5
GSW,1/24/14,GSW vs. MIN,L,241,120,49,89,55.1,9,22,40.9,13,15,86.7,9,32,41,31,4,8,14,26,-1
SAS,1/24/14,SAS @ ATL,W,240,105,41,84,48.8,11,18,61.1,12,17,70.6,15,39,54,26,7,6,22,21,26
LAL,1/24/14,LAL @ ORL,L,241,105,41,90,45.6,12,22,54.5,11,17,64.7,7,33,40,28,6,5,11,20,-9
CHI,1/24/14,CHI vs. LAC,L,241,95,40,93,43,6,19,31.6,9,11,81.8,20,26,46,27,5,2,8,17,-17
CLE,1/24/14,CLE vs. MIL,W,238,93,37,88,42,4,14,28.6,15,23,65.2,21,31,52,28,9,5,12,18,15
WAS,1/24/14,WAS @ PHX,W,240,101,39,86,45.3,6,16,37.5,17,23,73.9,19,25,44,22,13,7,17,24,6
ATL,1/24/14,ATL vs. SAS,L,240,79,29,76,38.2,2,13,15.4,19,27,70.4,9,27,36,18,13,6,17,17,-26
TOR,1/24/14,TOR @ PHI,W,241,104,40,84,47.6,8,20,40,16,22,72.7,13,40,53,28,4,6,15,22,9
CHA,1/24/14,CHA @ NYK,L,239,96,37,76,48.7,10,24,41.7,12,14,85.7,6,25,31,23,1,3,11,11,-29
SAC,1/24/14,SAC vs. IND,L,265,111,39,101,38.6,12,32,37.5,21,29,72.4,19,34,53,14,3,2,18,32,-5
LAC,1/24/14,LAC @ CHI,W,242,112,41,76,53.9,13,21,61.9,17,26,65.4,10,30,40,26,4,2,7,17,17
PHX,1/24/14,PHX vs. WAS,L,240,95,34,71,47.9,7,22,31.8,20,25,80,9,21,30,19,8,3,21,24,-6
HOU,1/24/14,HOU vs. MEM,L,240,87,32,79,40.5,14,34,41.2,9,14,64.3,7,24,31,21,7,4,13,19,-1
ORL,1/24/14,ORL vs. LAL,W,240,114,39,81,48.1,9,17,52.9,27,34,79.4,8,43,51,24,10,3,15,20,9
DAL,1/24/14,DAL @ BKN,L,242,106,34,78,43.6,10,20,50,28,33,84.8,15,28,43,22,6,0,15,21,-1
MIL,1/24/14,MIL @ CLE,L,240,78,30,74,40.5,7,24,29.2,11,14,78.6,8,26,34,20,6,9,15,20,-15
BKN,1/24/14,BKN vs. DAL,W,240,107,37,73,50.7,10,27,37,23,28,82.1,5,30,35,24,6,5,15,29,1
MIN,1/24/14,MIN @ GSW,W,239,121,47,94,50,9,22,40.9,18,28,64.3,14,30,44,29,9,3,12,18,1
PHI,1/24/14,PHI vs. TOR,L,238,95,38,89,42.7,6,20,30,13,16,81.3,10,32,42,23,8,2,10,18,-9
OKC,1/24/14,OKC @ BOS,W,242,101,43,80,53.8,5,13,38.5,10,13,76.9,12,33,45,24,8,2,15,18,18
NOP,1/24/14,NOP @ DET,W,241,103,37,73,50.7,7,17,41.2,22,24,91.7,8,27,35,15,14,8,18,25,2
BOS,1/24/14,BOS vs. OKC,L,239,83,32,75,42.7,5,27,18.5,14,19,73.7,11,21,32,24,7,0,16,12,-18
POR,1/23/14,POR vs. DEN,W,240,110,38,88,43.2,4,18,22.2,30,34,88.2,16,24,40,29,7,6,9,21,5
MIA,1/23/14,MIA vs. LAL,W,239,109,45,78,57.7,8,20,40,11,23,47.8,12,36,48,25,7,4,18,23,7
LAL,1/23/14,LAL @ MIA,L,240,102,40,88,45.5,9,25,36,13,21,61.9,13,22,35,21,12,1,11,17,-7
DEN,1/23/14,DEN @ POR,L,241,105,39,79,49.4,10,23,43.5,17,20,85,7,28,35,27,5,6,19,30,-5
IND,1/22/14,IND @ PHX,L,239,100,38,75,50.7,5,15,33.3,19,28,67.9,10,29,39,14,6,4,20,28,-24
CHI,1/22/14,CHI @ CLE,W,240,98,37,70,52.9,10,21,47.6,14,18,77.8,7,36,43,24,5,8,10,19,11
PHX,1/22/14,PHX vs. IND,W,239,124,45,83,54.2,11,16,68.8,23,32,71.9,7,28,35,15,9,0,9,23,24
WAS,1/22/14,WAS vs. BOS,L,264,111,42,94,44.7,7,22,31.8,20,27,74.1,12,38,50,23,10,4,18,23,-2
OKC,1/22/14,OKC @ SAS,W,240,111,45,83,54.2,10,18,55.6,11,16,68.8,11,27,38,21,8,7,15,25,6
ATL,1/22/14,ATL @ ORL,W,239,112,41,83,49.4,9,25,36,21,24,87.5,8,34,42,26,11,7,17,13,3
PHI,1/22/14,PHI @ NYK,W,240,110,42,88,47.7,9,14,64.3,17,24,70.8,17,37,54,28,8,4,14,24,4
SAS,1/22/14,SAS vs. OKC,L,239,105,40,75,53.3,10,22,45.5,15,22,68.2,8,22,30,25,10,3,17,17,-6
CHA,1/22/14,CHA vs. LAC,W,240,95,39,84,46.4,5,15,33.3,12,20,60,7,34,41,22,6,6,10,17,4
BOS,1/22/14,BOS @ WAS,W,266,113,41,89,46.1,15,34,44.1,16,23,69.6,5,37,42,21,15,8,18,22,2
HOU,1/22/14,HOU vs. SAC,W,240,119,43,90,47.8,8,31,25.8,25,40,62.5,14,41,55,29,8,9,10,21,21
SAC,1/22/14,SAC @ HOU,L,240,98,34,86,39.5,12,30,40,18,30,60,11,31,42,19,5,6,13,26,-21
MIL,1/22/14,MIL vs. DET,W,240,104,41,84,48.8,8,27,29.6,14,22,63.6,12,33,45,29,11,7,18,24,3
CLE,1/22/14,CLE vs. CHI,L,240,87,33,88,37.5,8,19,42.1,13,18,72.2,19,22,41,23,7,2,9,18,-11
DAL,1/22/14,DAL @ TOR,L,239,85,34,73,46.6,7,20,35,10,14,71.4,7,26,33,22,5,1,21,24,-8
NYK,1/22/14,NYK vs. PHI,L,240,106,37,82,45.1,15,33,45.5,17,24,70.8,8,31,39,24,7,12,13,24,-4
TOR,1/22/14,TOR vs. DAL,W,241,93,32,76,42.1,7,23,30.4,22,32,68.8,9,31,40,20,11,1,13,19,8
DET,1/22/14,DET @ MIL,L,240,101,36,84,42.9,4,15,26.7,25,34,73.5,9,31,40,21,11,4,14,15,-3
LAC,1/22/14,LAC @ CHA,L,240,91,39,90,43.3,6,26,23.1,7,9,77.8,10,33,43,24,5,4,13,19,-4
ORL,1/22/14,ORL vs. ATL,L,241,109,41,83,49.4,6,12,50,21,24,87.5,6,27,33,24,7,1,14,23,-3
MIN,1/21/14,MIN @ UTA,W,238,112,41,90,45.6,8,21,38.1,22,24,91.7,8,34,42,31,8,2,8,19,15
NOP,1/21/14,NOP vs. SAC,L,239,97,33,69,47.8,5,11,45.5,26,38,68.4,9,26,35,18,8,7,14,28,-17
POR,1/21/14,POR @ OKC,L,239,97,40,86,46.5,7,19,36.8,10,16,62.5,13,32,45,23,4,5,9,12,-8
ORL,1/21/14,ORL @ BKN,L,240,90,33,72,45.8,7,19,36.8,17,23,73.9,6,31,37,23,5,2,13,14,-11
BOS,1/21/14,BOS @ MIA,L,240,86,33,84,39.3,5,27,18.5,15,18,83.3,17,29,46,17,8,3,16,19,-7
SAC,1/21/14,SAC @ NOP,W,239,114,42,82,51.2,9,21,42.9,21,31,67.7,15,31,46,25,7,10,12,25,17
UTA,1/21/14,UTA vs. MIN,L,239,97,41,87,47.1,5,17,29.4,10,12,83.3,7,34,41,22,5,6,13,23,-15
OKC,1/21/14,OKC vs. POR,W,241,105,42,87,48.3,10,15,66.7,11,17,64.7,15,30,45,16,3,8,7,14,8
BKN,1/21/14,BKN vs. ORL,W,240,101,40,81,49.4,10,28,35.7,11,13,84.6,6,30,36,29,9,5,8,16,11
MIA,1/21/14,MIA vs. BOS,W,240,93,38,74,51.4,5,20,25,12,16,75,7,26,33,22,7,5,14,18,7
IND,1/20/14,IND @ GSW,W,241,102,41,91,45.1,8,19,42.1,12,15,80,17,35,52,19,7,5,14,19,8
CHI,1/20/14,CHI vs. LAL,W,265,102,39,102,38.2,7,21,33.3,17,24,70.8,19,36,55,26,13,5,15,18,2
ATL,1/20/14,ATL vs. MIA,W,241,121,42,81,51.9,12,31,38.7,25,27,92.6,7,31,38,33,8,1,13,26,7
GSW,1/20/14,GSW vs. IND,L,240,94,35,86,40.7,10,30,33.3,14,20,70,13,32,45,21,7,2,15,22,-8
CLE,1/20/14,CLE vs. DAL,L,240,97,33,81,40.7,5,23,21.7,26,33,78.8,14,32,46,21,5,1,13,24,-5
LAC,1/20/14,LAC @ DET,W,240,112,40,72,55.6,9,21,42.9,23,37,62.2,15,29,44,27,7,7,18,19,9
LAL,1/20/14,LAL @ CHI,L,266,100,35,83,42.2,8,25,32,22,26,84.6,9,38,47,22,11,9,21,20,-2
HOU,1/20/14,HOU vs. POR,W,241,126,45,86,52.3,16,33,48.5,20,24,83.3,17,35,52,27,5,3,18,18,13
NOP,1/20/14,NOP @ MEM,W,241,95,35,77,45.5,5,9,55.6,20,23,87,9,25,34,21,10,8,10,22,3
DET,1/20/14,DET vs. LAC,L,239,103,40,79,50.6,2,14,14.3,21,29,72.4,8,22,30,17,10,4,12,28,-9
BKN,1/20/14,BKN @ NYK,W,239,103,37,75,49.3,14,38,36.8,15,20,75,8,37,45,25,11,4,14,27,23
MEM,1/20/14,MEM vs. NOP,L,241,92,31,74,41.9,7,19,36.8,23,28,82.1,14,30,44,16,2,5,17,20,-3
DAL,1/20/14,DAL @ CLE,W,241,102,38,83,45.8,4,20,20,22,28,78.6,8,31,39,22,7,3,8,25,5
CHA,1/20/14,CHA vs. TOR,W,240,100,32,65,49.2,9,16,56.3,27,33,81.8,2,38,40,28,6,5,13,9,5
POR,1/20/14,POR @ HOU,L,243,113,44,97,45.4,8,25,32,17,22,77.3,14,23,37,21,12,3,11,23,-13
NYK,1/20/14,NYK vs. BKN,L,239,80,24,71,33.8,8,25,32,24,37,64.9,14,31,45,13,4,3,16,17,-23
PHI,1/20/14,PHI @ WAS,L,240,99,37,88,42,4,18,22.2,21,31,67.7,8,36,44,15,8,3,13,25,-8
MIA,1/20/14,MIA @ ATL,L,239,114,38,78,48.7,15,33,45.5,23,28,82.1,8,29,37,28,9,2,17,26,-7
WAS,1/20/14,WAS vs. PHI,W,240,107,37,84,44,5,18,27.8,28,35,80,10,43,53,25,5,12,16,28,8
TOR,1/20/14,TOR @ CHA,L,240,95,39,95,41.1,10,29,34.5,7,10,70,17,34,51,19,8,3,12,24,-5
DEN,1/19/14,DEN @ PHX,L,241,103,36,82,43.9,9,28,32.1,22,30,73.3,10,32,42,18,5,0,10,23,-14
LAL,1/19/14,LAL @ TOR,W,241,112,37,80,46.3,12,22,54.5,26,28,92.9,6,25,31,20,6,2,9,13,6
ORL,1/19/14,ORL vs. BOS,W,241,93,30,71,42.3,4,15,26.7,29,36,80.6,11,38,49,20,6,5,17,18,2
PHX,1/19/14,PHX vs. DEN,W,240,117,46,91,50.5,8,19,42.1,17,26,65.4,14,34,48,23,6,5,10,20,14
TOR,1/19/14,TOR vs. LAL,L,239,106,44,90,48.9,9,30,30,9,11,81.8,13,34,47,30,6,4,13,21,-6
SAS,1/19/14,SAS vs. MIL,W,241,110,43,76,56.6,11,18,61.1,13,21,61.9,7,48,55,28,6,8,15,16,28
OKC,1/19/14,OKC vs. SAC,W,240,108,39,86,45.3,9,21,42.9,21,30,70,17,28,45,23,13,4,16,24,15
MIL,1/19/14,MIL @ SAS,L,239,82,33,88,37.5,6,21,28.6,10,17,58.8,10,27,37,19,10,6,8,18,-28
BOS,1/19/14,BOS @ ORL,L,240,91,33,90,36.7,3,13,23.1,22,24,91.7,15,31,46,16,7,5,10,25,-2
SAC,1/19/14,SAC @ OKC,L,241,93,33,77,42.9,5,17,29.4,22,28,78.6,14,30,44,17,7,6,20,22,-15
DAL,1/18/14,DAL vs. POR,L,240,111,42,90,46.7,7,18,38.9,20,25,80,4,26,30,15,5,3,8,23,-16
LAC,1/18/14,LAC @ IND,L,239,92,33,83,39.8,5,20,25,21,24,87.5,9,30,39,17,3,4,12,18,-18
IND,1/18/14,IND vs. LAC,W,239,106,38,83,45.8,9,19,47.4,21,22,95.5,13,35,48,17,5,8,12,25,18
POR,1/18/14,POR @ DAL,W,239,127,46,90,51.1,9,26,34.6,26,28,92.9,14,41,55,26,6,4,15,20,16
WAS,1/18/14,WAS vs. DET,L,239,98,37,76,48.7,8,21,38.1,16,29,55.2,6,29,35,22,7,1,19,26,-6
GSW,1/18/14,GSW @ NOP,W,241,97,37,84,44,6,22,27.3,17,19,89.5,10,33,43,17,7,11,8,20,10
CHI,1/18/14,CHI vs. PHI,W,240,103,40,82,48.8,6,20,30,17,20,85,11,41,52,27,10,10,16,15,25
UTA,1/18/14,UTA @ MIN,L,240,72,21,73,28.8,7,25,28,23,29,79.3,7,35,42,12,10,9,16,25,-26
DET,1/18/14,DET @ WAS,W,239,104,40,81,49.4,6,21,28.6,18,31,58.1,11,33,44,17,9,3,14,24,6
CHA,1/18/14,CHA vs. MIA,L,265,96,36,75,48,7,17,41.2,17,23,73.9,4,30,34,31,6,6,13,23,-8
PHI,1/18/14,PHI @ CHI,L,239,78,34,97,35.1,2,19,10.5,8,12,66.7,16,26,42,17,9,5,17,20,-25
MIA,1/18/14,MIA @ CHA,W,264,104,39,79,49.4,7,21,33.3,19,29,65.5,8,35,43,16,5,5,12,23,8
HOU,1/18/14,HOU vs. MIL,W,240,114,41,85,48.2,7,27,25.9,25,37,67.6,13,33,46,20,11,4,11,19,10
MIN,1/18/14,MIN vs. UTA,W,241,98,36,83,43.4,6,17,35.3,20,34,58.8,14,46,60,25,10,4,15,24,26
NOP,1/18/14,NOP vs. GSW,L,241,87,32,83,38.6,2,11,18.2,21,28,75,15,32,47,18,4,5,13,17,-10
MIL,1/18/14,MIL @ HOU,L,239,104,40,80,50,11,23,47.8,13,21,61.9,11,29,40,23,6,9,19,24,-10
POR,1/17/14,POR @ SAS,W,240,109,41,86,47.7,8,16,50,19,20,95,8,39,47,21,3,4,11,23,9
PHI,1/17/14,PHI vs. MIA,L,240,86,31,84,36.9,2,20,10,22,37,59.5,19,26,45,16,11,4,23,18,-15
MIN,1/17/14,MIN @ TOR,L,240,89,36,82,43.9,3,18,16.7,14,20,70,12,32,44,16,4,3,10,21,-5
GSW,1/17/14,GSW @ OKC,L,241,121,43,82,52.4,16,27,59.3,19,34,55.9,12,21,33,22,10,1,17,29,-6
WAS,1/17/14,WAS vs. CHI,W,241,96,40,79,50.6,6,11,54.5,10,13,76.9,8,28,36,27,9,8,16,17,3
MIA,1/17/14,MIA @ PHI,W,239,101,38,80,47.5,8,23,34.8,17,20,85,12,26,38,30,13,12,17,25,15
SAS,1/17/14,SAS vs. POR,L,241,100,38,84,45.2,8,20,40,16,20,80,7,34,41,21,7,3,12,17,-9
BOS,1/17/14,BOS vs. LAL,L,240,104,44,99,44.4,7,23,30.4,9,11,81.8,13,29,42,34,12,6,7,19,-3
NYK,1/17/14,NYK vs. LAC,L,240,95,29,83,34.9,7,23,30.4,30,36,83.3,20,35,55,20,2,1,18,32,-14
TOR,1/17/14,TOR vs. MIN,W,238,94,34,78,43.6,11,24,45.8,15,20,75,12,31,43,26,6,2,11,21,5
CHA,1/17/14,CHA @ ORL,W,240,111,39,74,52.7,7,15,46.7,26,35,74.3,4,32,36,25,6,6,12,15,10
ORL,1/17/14,ORL vs. CHA,L,240,101,38,82,46.3,10,25,40,15,21,71.4,6,32,38,25,5,6,14,22,-10
DET,1/17/14,DET vs. UTA,L,240,89,32,74,43.2,4,16,25,21,31,67.7,8,24,32,15,5,3,15,19,-21
OKC,1/17/14,OKC vs. GSW,W,241,127,47,81,58,9,22,40.9,24,33,72.7,12,29,41,23,13,4,17,26,6
MEM,1/17/14,MEM vs. SAC,W,241,91,36,78,46.2,6,17,35.3,13,18,72.2,4,33,37,18,8,13,10,23,1
LAC,1/17/14,LAC @ NYK,W,240,109,33,78,42.3,8,30,26.7,35,42,83.3,8,36,44,17,9,4,11,27,14
PHX,1/17/14,PHX vs. DAL,L,241,107,42,93,45.2,7,22,31.8,16,21,76.2,17,30,47,19,7,1,13,17,-3
CHI,1/17/14,CHI @ WAS,L,240,93,35,76,46.1,9,24,37.5,14,16,87.5,7,27,34,24,8,5,15,15,-3
UTA,1/17/14,UTA @ DET,W,240,110,43,79,54.4,9,22,40.9,15,19,78.9,10,33,43,27,7,5,18,22,21
DAL,1/17/14,DAL @ PHX,W,241,110,44,83,53,9,24,37.5,13,19,68.4,7,37,44,22,8,4,16,21,3
DEN,1/17/14,DEN vs. CLE,L,239,109,40,92,43.5,14,37,37.8,15,19,78.9,13,28,41,28,6,9,13,28,-8
SAC,1/17/14,SAC @ MEM,L,240,90,33,81,40.7,5,11,45.5,19,23,82.6,10,33,43,17,4,2,14,16,-1
CLE,1/17/14,CLE @ DEN,W,240,117,42,88,47.7,5,16,31.3,28,35,80,16,33,49,21,8,6,11,19,8
LAL,1/17/14,LAL @ BOS,W,239,107,37,74,50,12,20,60,21,28,75,8,38,46,27,3,4,19,13,3
NYK,1/16/14,NYK @ IND,L,239,89,34,85,40,4,19,21.1,17,22,77.3,12,34,46,16,2,6,12,22,-28
ATL,1/16/14,ATL vs. BKN,L,240,110,40,81,49.4,8,25,32,22,22,100,7,21,28,26,10,7,15,12,-17
IND,1/16/14,IND vs. NYK,W,240,117,43,86,50,10,23,43.5,21,23,91.3,7,36,43,26,3,6,5,19,28
HOU,1/16/14,HOU vs. OKC,L,241,92,33,82,40.2,12,34,35.3,14,21,66.7,10,32,42,20,4,5,17,20,-12
BKN,1/16/14,BKN @ ATL,W,239,127,53,91,58.2,16,27,59.3,5,7,71.4,12,28,40,38,7,4,17,21,17
OKC,1/16/14,OKC @ HOU,W,240,104,38,82,46.3,6,25,24,22,25,88,10,37,47,18,11,8,15,26,12
DAL,1/15/14,DAL @ LAC,L,240,127,51,97,52.6,12,25,48,13,21,61.9,17,30,47,37,7,2,9,24,-2
SAS,1/15/14,SAS vs. UTA,W,241,109,43,80,53.8,7,16,43.8,16,18,88.9,3,31,34,29,6,6,11,18,4
PHX,1/15/14,PHX vs. LAL,W,240,121,49,100,49,4,19,21.1,19,25,76,16,37,53,23,12,6,17,21,7
BOS,1/15/14,BOS vs. TOR,W,241,88,29,84,34.5,4,17,23.5,26,36,72.2,19,39,58,22,7,3,9,22,5
LAC,1/15/14,LAC vs. DAL,W,239,129,42,83,50.6,17,34,50,28,37,75.7,11,27,38,34,6,4,12,17,2
LAL,1/15/14,LAL @ PHX,L,241,114,43,91,47.3,6,20,30,22,24,91.7,8,35,43,26,5,7,17,22,-7
PHI,1/15/14,PHI vs. CHA,W,239,95,39,77,50.6,6,15,40,11,20,55,7,43,50,23,6,3,24,22,3
CHA,1/15/14,CHA @ PHI,L,241,92,35,88,39.8,5,20,25,17,26,65.4,8,34,42,25,10,6,13,20,-3
UTA,1/15/14,UTA @ SAS,L,240,105,44,89,49.4,4,8,50,13,19,68.4,11,32,43,23,6,1,10,20,-4
POR,1/15/14,POR vs. CLE,W,241,108,42,88,47.7,11,27,40.7,13,17,76.5,11,37,48,27,6,3,16,12,12
WAS,1/15/14,WAS vs. MIA,W,240,114,41,75,54.7,10,22,45.5,22,26,84.6,7,34,41,30,7,7,12,19,17
GSW,1/15/14,GSW vs. DEN,L,238,116,39,90,43.3,9,28,32.1,29,33,87.9,9,32,41,24,7,3,12,21,-7
MIL,1/15/14,MIL vs. MEM,L,240,77,31,82,37.8,6,20,30,9,12,75,15,36,51,22,5,5,15,19,-5
SAC,1/15/14,SAC @ MIN,W,238,111,45,82,54.9,5,12,41.7,16,19,84.2,9,36,45,19,6,4,19,22,3
DEN,1/15/14,DEN @ GSW,W,240,123,45,83,54.2,12,24,50,21,29,72.4,9,37,46,22,9,6,16,27,7
TOR,1/15/14,TOR @ BOS,L,240,83,30,78,38.5,11,24,45.8,12,25,48,13,31,44,22,5,3,13,29,-5
CLE,1/15/14,CLE @ POR,L,241,96,39,89,43.8,6,23,26.1,12,18,66.7,10,32,42,17,9,2,12,21,-12
ORL,1/15/14,ORL vs. CHI,L,315,125,53,104,51,6,26,23.1,13,16,81.3,8,44,52,24,9,5,18,28,-3
CHI,1/15/14,CHI @ ORL,W,316,128,48,113,42.5,12,33,36.4,20,23,87,18,41,59,31,9,6,17,22,3
MIN,1/15/14,MIN vs. SAC,L,240,108,39,88,44.3,8,20,40,22,29,75.9,9,26,35,23,11,4,12,23,-3
NOP,1/15/14,NOP vs. HOU,L,239,100,35,77,45.5,8,20,40,22,29,75.9,12,32,44,19,7,8,15,34,-3
MEM,1/15/14,MEM @ MIL,W,238,82,33,82,40.2,5,20,25,11,18,61.1,11,32,43,20,7,10,9,17,5
HOU,1/15/14,HOU @ NOP,W,240,103,37,72,51.4,4,13,30.8,25,41,61,8,30,38,18,9,14,13,28,3
MIA,1/15/14,MIA @ WAS,L,240,97,37,84,44,7,25,28,16,17,94.1,9,26,35,22,6,1,12,19,-17
IND,1/14/14,IND vs. SAC,W,241,116,45,82,54.9,6,16,37.5,20,25,80,11,35,46,24,7,5,13,17,24
NYK,1/14/14,NYK @ CHA,L,239,98,39,81,48.1,6,17,35.3,14,18,77.8,4,28,32,21,4,8,9,23,-10
LAL,1/14/14,LAL vs. CLE,L,241,118,44,84,52.4,13,34,38.2,17,23,73.9,6,29,35,35,4,6,12,21,-2
CLE,1/14/14,CLE @ LAL,W,240,120,41,88,46.6,13,17,76.5,25,32,78.1,16,32,48,27,8,2,8,22,2
OKC,1/14/14,OKC @ MEM,L,239,87,33,81,40.7,5,21,23.8,16,20,80,12,33,45,12,5,5,19,27,-3
CHA,1/14/14,CHA vs. NYK,W,242,108,38,75,50.7,6,14,42.9,26,33,78.8,5,32,37,21,4,2,5,20,10
SAC,1/14/14,SAC @ IND,L,240,92,39,92,42.4,4,13,30.8,10,17,58.8,15,25,40,13,8,5,15,21,-24
MEM,1/14/14,MEM vs. OKC,W,239,90,32,80,40,4,14,28.6,22,27,81.5,11,32,43,19,8,3,13,21,3
DEN,1/13/14,DEN @ UTA,L,240,103,37,84,44,7,26,26.9,22,35,62.9,12,27,39,16,6,4,11,22,-15
WAS,1/13/14,WAS @ CHI,W,241,102,39,75,52,7,18,38.9,17,28,60.7,8,32,40,25,9,5,12,17,14
HOU,1/13/14,HOU @ BOS,W,240,104,37,79,46.8,8,19,42.1,22,34,64.7,10,36,46,24,6,9,11,16,12
BOS,1/13/14,BOS vs. HOU,L,241,92,38,101,37.6,3,17,17.6,13,14,92.9,15,35,50,17,8,7,13,26,-12
CHI,1/13/14,CHI vs. WAS,L,240,88,34,79,43,9,21,42.9,11,19,57.9,14,28,42,25,8,3,17,21,-14
NYK,1/13/14,NYK vs. PHX,W,264,98,35,81,43.2,7,20,35,21,27,77.8,12,41,53,11,3,5,18,30,2
NOP,1/13/14,NOP vs. SAS,L,240,95,38,87,43.7,7,11,63.6,12,17,70.6,9,32,41,19,7,4,9,23,-6
ORL,1/13/14,ORL @ DAL,L,241,88,34,76,44.7,7,24,29.2,13,16,81.3,8,29,37,18,8,1,15,18,-19
TOR,1/13/14,TOR vs. MIL,W,240,116,40,79,50.6,12,23,52.2,24,30,80,16,30,46,26,9,3,14,23,22
MIL,1/13/14,MIL @ TOR,L,238,94,35,83,42.2,9,19,47.4,15,22,68.2,15,25,40,23,8,7,16,21,-22
UTA,1/13/14,UTA vs. DEN,W,240,118,44,79,55.7,8,18,44.4,22,29,75.9,7,35,42,22,7,2,11,24,15
SAS,1/13/14,SAS @ NOP,W,241,101,35,67,52.2,5,12,41.7,26,31,83.9,3,38,41,19,6,7,13,19,6
DAL,1/13/14,DAL vs. ORL,W,240,107,40,79,50.6,13,27,48.1,14,15,93.3,9,31,40,21,6,6,12,16,19
PHX,1/13/14,PHX @ NYK,L,265,96,33,93,35.5,7,30,23.3,23,28,82.1,17,32,49,14,6,3,10,25,-2
CLE,1/12/14,CLE @ SAC,L,242,80,31,80,38.8,7,21,33.3,11,23,47.8,6,26,32,23,6,3,14,23,-44
SAS,1/12/14,SAS vs. MIN,W,241,104,42,74,56.8,9,13,69.2,11,14,78.6,7,39,46,31,6,10,20,19,18
MIN,1/12/14,MIN @ SAS,L,241,86,33,93,35.5,5,17,29.4,15,18,83.3,16,24,40,17,16,6,10,13,-18
SAC,1/12/14,SAC vs. CLE,W,241,124,42,81,51.9,15,30,50,25,30,83.3,12,38,50,21,6,8,15,23,44
MEM,1/12/14,MEM vs. ATL,W,241,108,43,83,51.8,6,15,40,16,20,80,8,32,40,26,13,6,11,17,7
ATL,1/12/14,ATL @ MEM,L,240,101,38,80,47.5,9,27,33.3,16,24,66.7,9,29,38,25,9,2,15,16,-7
BOS,1/11/14,BOS @ POR,L,240,104,44,95,46.3,4,14,28.6,12,17,70.6,20,26,46,25,8,4,9,22,-8
OKC,1/11/14,OKC vs. MIL,W,241,101,35,86,40.7,10,25,40,21,27,77.8,21,37,58,24,6,7,17,16,16
CHI,1/11/14,CHI vs. CHA,W,240,103,38,81,46.9,6,14,42.9,21,26,80.8,12,34,46,26,6,8,10,19,6
WAS,1/11/14,WAS vs. HOU,L,242,107,40,95,42.1,5,19,26.3,22,31,71,17,30,47,24,11,3,11,32,-7
DEN,1/11/14,DEN vs. ORL,W,241,120,44,87,50.6,12,28,42.9,20,26,76.9,12,38,50,30,5,7,10,21,26
NYK,1/11/14,NYK @ PHI,W,240,102,39,82,47.6,6,18,33.3,18,23,78.3,10,29,39,26,11,2,13,20,10
DET,1/11/14,DET vs. PHX,W,240,110,44,94,46.8,3,17,17.6,19,27,70.4,20,39,59,32,7,7,15,19,2
ORL,1/11/14,ORL @ DEN,L,240,94,37,84,44,4,20,20,16,23,69.6,8,32,40,23,4,4,11,19,-26
BKN,1/11/14,BKN @ TOR,L,240,80,30,75,40,8,25,32,12,18,66.7,9,30,39,14,7,10,14,26,-16
HOU,1/11/14,HOU @ WAS,W,239,114,38,73,52.1,8,18,44.4,30,42,71.4,9,34,43,22,7,5,19,25,7
PHX,1/11/14,PHX @ DET,L,239,108,37,94,39.4,13,35,37.1,21,25,84,16,29,45,24,8,3,12,23,-2
CHA,1/11/14,CHA @ CHI,L,241,97,37,79,46.8,4,11,36.4,19,20,95,6,28,34,18,5,7,9,23,-6
TOR,1/11/14,TOR vs. BKN,W,241,96,32,79,40.5,11,25,44,21,28,75,16,33,49,16,8,6,12,21,16
PHI,1/11/14,PHI vs. NYK,L,239,92,36,78,46.2,5,19,26.3,15,21,71.4,9,29,38,22,7,2,15,20,-10
POR,1/11/14,POR vs. BOS,W,239,112,40,93,43,10,21,47.6,22,26,84.6,20,29,49,29,3,3,11,14,8
MIL,1/11/14,MIL @ OKC,L,241,85,32,81,39.5,12,31,38.7,9,14,64.3,13,27,40,22,7,4,15,23,-16
NOP,1/11/14,NOP @ DAL,L,240,107,37,77,48.1,8,19,42.1,25,31,80.6,13,35,48,22,6,2,17,33,-3
DAL,1/11/14,DAL vs. NOP,W,240,110,30,67,44.8,11,27,40.7,39,45,86.7,5,25,30,20,11,3,14,23,3
MIN,1/10/14,MIN vs. CHA,W,241,119,48,88,54.5,9,19,47.4,14,19,73.7,12,42,54,31,6,5,14,16,27
